,who,what,when,where,why,how,text
180,0,0,0,0,0,Canadian PM invokes Emergencies Act for first time to crack,Canadian PM invokes Emergencies Act for first time to crack down on anti-vaccine mandate protests
181,0,0,0,Ukraine,0,"A crucial window for diplomacy "" - Joe Biden and","""A crucial window for diplomacy"" - Joe Biden and Boris Johnson say during joint call that hope remains for diplomatic solution to Ukraine crisis"
182,0,0,0,US,clear last protesters,Canadian police move in to clear last protesters occupying key,Canadian police move in to clear last protesters occupying key bridge crossing to the US
183,0,0,0,UK,0,part of inquiry into lockdown parties,UK PM Boris Johnson has received questionnaire from police as part of inquiry into lockdown parties
184,British nationals in Ukraine,should leave the country,0,Ukraine,0,"British nationals in Ukraine should leave the country now ,","British nationals in Ukraine should leave the country now, Foreign Office advises"
185,0,0,0,"Ontario , Canada",0,"rule breakers threatened with $ 100,000 fines and jail time","State of emergency declared in Ontario, Canada over trucker protest, as rule breakers threatened with $100,000 fines and jail time"
186,Home Secretary Priti Patel,has released a statement,0,0,0,""" the","Home Secretary Priti Patel has released a statement thanking Dame Cressida Dick for ""the nearly four decades that she has devoted to serving the public"""
187,Khan,made clear the scale,0,London,he,"made clear the scale of change needed "" to root","London mayor Sadiq Khan says he made clear the scale of change needed ""to root out racism, sexism, homophobia, bullying, discrimination and misogyny” in the Met Police

He says he was ""not satisfied"" with Dame Cressida's response"
188,0,0,0,0,Dame Cressida Dick,head of the,"Dame Cressida Dick to step down as head of the Met Police, BBC told"
189,0,0,0,0,0,"tests positive for Covid-19 and is self-isolating , Clarence House","Prince Charles tests positive for Covid-19 and is self-isolating, Clarence House says"
190,0,0,0,0,0,Boris Johnson photo leak,Metropolitan Police to review decision not to investigate No 10 quiz after Boris Johnson photo leak
191,0,0,0,Downing Street,Photo,standing next to bottle of sparkling wine at what appears,Photo published showing UK Prime Minister Boris Johnson standing next to bottle of sparkling wine at what appears to be Christmas event in Downing Street during Covid restrictions
192,West Ham footballer Kurt Zouma 's two pet cats after videos of him kicking and slapping one,appear on social media,0,West Ham,the RSPCA,two pet cats after videos of him kicking and slapping,Animal charity the RSPCA removes West Ham footballer Kurt Zouma's two pet cats after videos of him kicking and slapping one appear on social media
193,people,catch Covid,0,England,Covid,"month early , UK Prime Minister Boris Johnson says .","Law requiring people in England to isolate when they catch Covid could be scrapped a month early, UK Prime Minister Boris Johnson says"
194,Scientists,have made major breakthrough,0,0,they,made major breakthrough in quest to develop practical nuclear fusion,Scientists say they have made major breakthrough in quest to develop practical nuclear fusion
195,0,0,0,0,Academy Awards nominations,0,"Academy Awards nominations revealed, with Jane Campion's The Power of the Dog recognised in 12 Oscar categories"
196,0,0,0,UK,Jacob Rees-Mogg,UK Prime Minister Boris Johnson begins cabinet reshuffle,Jacob Rees-Mogg becomes Brexit opportunities minister as UK Prime Minister Boris Johnson begins cabinet reshuffle
197,0,0,0,0,0,"the original host of TV quiz show University Challenge ,","Bamber Gascoigne, the original host of TV quiz show University Challenge, has died, aged 87"
198,The Queen,announces she,0,Cornwall,0,Queen when Prince Charles becomes King,"The Queen announces she wants Camilla, the Duchess of Cornwall, to be known as Queen when Prince Charles becomes King"
199,0,0,0,Morocco,0,A little boy whose painstaking rescue from a well gripped,"A little boy whose painstaking rescue from a well gripped Morocco for days has died, the kingdom announced."
200,0,0,0,Morocco,0,"named locally as Rayan , dies after being rescued from","Five-year-old boy, named locally as Rayan, dies after being rescued from well in Morocco after four days"
201,Five-year-old boy,"taken out of deep well in Morocco after four days , but his condition",0,Morocco,Five-year-old boy,of deep well in Morocco after four days trapped inside,"Five-year-old boy taken out of deep well in Morocco after four days trapped inside, but his condition is unknown"
202,0,0,0,0,Boris Johnson names,names new No 10 chief of staff and communications head,Boris Johnson names new No 10 chief of staff and communications head after resignations over Downing Street parties
203,0,0,0,0,0,"Second senior aide to UK PM Boris Johnson , communications","Second senior aide to UK PM Boris Johnson, communications director Jack Doyle, resigns, sources tell BBC"
204,0,0,0,0,The DUP 's Paul Givan,minister also ejected from office .,"The DUP's Paul Givan resigns, with the deputy first minister also ejected from office"
205,UK PM Boris Johnson 's policy chief Munira Mirza,"quits , condemning his "" inappropriate "" attack",0,UK,0,""" inappropriate "" attack on Keir Starmer over Jimmy Savile","UK PM Boris Johnson's policy chief Munira Mirza quits, condemning his ""inappropriate"" attack on Keir Starmer over Jimmy Savile"
206,0,0,0,0,0,0,"Islamic State terror group leader ""taken off the battlefield"" during US raid in Syria, US President Biden says"
207,0,0,0,Britain,0,with average households facing annual increase of £ 693 .,"Energy bills to rise for millions of people in Britain from April, with average households facing annual increase of £693"
208,0,0,0,US,US,to eastern Europe amid tensions over a Russian military build-up,"US deploying 3,000 troops to eastern Europe amid tensions over a Russian military build-up near Ukraine"
209,0,0,0,0,0,of sexual assault and making threats to kill .,Manchester United footballer Mason Greenwood further arrested on suspicion of sexual assault and making threats to kill
210,I,'m sorry for the things,0,0,I,'m sorry for the things we simply did n't get,"""I'm sorry for the things we simply didn't get right and also sorry for the way that this matter has been handled""

UK PM Boris Johnson apologises following publication of Sue Gray's findings on No 10 lockdown parties, adding ""I get it and I will fix it"""
211,0,0,0,0,0,"hosted several lockdown parties and events that "" should not","No 10 hosted several lockdown parties and events that ""should not have been allowed to take place"" - what are the key points of Sue Gray's Downing Street report?"
212,0,0,0,Downing Street,0,""" difficult to justify "" .","Sue Gray finds ""failures of leadership and judgement"" in Downing Street over lockdown gatherings - and some behaviour was ""difficult to justify"""
213,0,0,0,0,0,’s initial findings on lockdown parties at Downing Street published,Sue Gray’s initial findings on lockdown parties at Downing Street published by UK government
214,0,0,0,Downing Street,UK Prime Minister Boris Johnson,", ahead of expected public release today .","UK Prime Minister Boris Johnson handed results of Sue Gray report into Downing Street parties, ahead of expected public release today"
215,0,0,0,0,Boris Johnson and Rishi Sunak,0,"Boris Johnson and Rishi Sunak confirm National Insurance will rise in April, despite pressure to scrap the increase"
216,0,0,0,UK,0,police inquiry to conclude,Sue Gray expected to deliver her report on No 10 parties to the UK PM without waiting for police inquiry to conclude
217,0,0,0,London,London 's Met Police investigating No 10 lockdown parties,""" minimal reference "" to events they are investigating .","London's Met Police investigating No 10 lockdown parties ask Sue Gray inquiry to make ""minimal reference"" to events they are investigating"
218,0,0,0,0,0,", beloved personality who became one of the most prolific","Obituary: Barry Cryer, beloved personality who became one of the most prolific scriptwriters in British comedy"
219,0,0,0,0,0,"on British TV and radio , dies aged 86 .","Comedian and writer Barry Cryer, known for his work on British TV and radio, dies aged 86"
220,0,0,0,0,0,0,"Liberal US Supreme Court Justice Stephen Breyer to retire later this year, reports say"
221,0,0,0,Downing Street,I,“ potential breaches of Covid-19 regulations ” .,"“I can confirm that the Met is now investigating a number of events that took place at Downing Street and Whitehall in the last two years”

Met Police Commissioner Cressida Dick says force will investigate “potential breaches of Covid-19 regulations”"
222,0,0,0,"Heidelberg , Germany",0,gunman dead after injuring several people at university in Heidelberg,"Lone gunman dead after injuring several people at university in Heidelberg, Germany, police say"
223,Ghani,was raised as reason why she,0,UK,she,her Muslim faith was raised as reason why she was,UK PM orders inquiry into claims by Conservative MP Nusrat Ghani that her Muslim faith was raised as reason why she was sacked as a minister in 2020
224,0,0,0,0,0,"the best-selling of all time , dies aged 74 .","Meat Loaf, singer whose Bat Out Of Hell album is one of the best-selling of all time, dies aged 74"
225,Ex-pope Benedict,failed to act over four child abuse cases,0,Munich,Ex-pope Benedict,Ex-pope Benedict failed to act over four child abuse cases,"Ex-pope Benedict failed to act over four child abuse cases when he was archbishop of Munich, German probe into Catholic Church finds"
226,0,0,0,Irish Republic,0,the Irish Republic .,Man remanded in custody charged with the murder of teacher Ashling Murphy in the Irish Republic
227,0,0,0,England,0,and mandatory face mask rules to be dropped as England,Working from home advice to end and mandatory face mask rules to be dropped as England Covid restrictions eased
228,0,0,0,0,0,"Conservative MP Christian Wakeford moves to opposition party , Labour","Conservative MP Christian Wakeford moves to opposition party, Labour, as UK PM Boris Johnson prepares to face MPs in Prime Minister's Questions"
229,0,0,0,England,Two teenagers,part of investigation into hostage-taking at Texas synagogue released without,"Two teenagers arrested in England as part of investigation into hostage-taking at Texas synagogue released without charge, police say"
230,death of teacher Ashling Murphy,arrest a man,0,0,Irish police,Irish police investigating death of teacher Ashling Murphy arrest a,Irish police investigating death of teacher Ashling Murphy arrest a man in his 30s on suspicion of murder
231,0,0,0,Scotland,Scotland 's Covid rules,", large indoor events resuming and social distancing rules dropped","Scotland's Covid rules to be further eased from Monday, with nightclubs reopening, large indoor events resuming and social distancing rules dropped"
232,UK PM Boris Johnson,denies anyone,0,UK,anyone,""" categorically "" denies anyone warned him the No 10","UK PM Boris Johnson ""categorically"" denies anyone warned him the No 10 drinks party broke lockdown rules"
233,0,0,0,Tonga,an island,"by deadly tsunami , Tonga government says in first words","All houses destroyed on an island devastated by deadly tsunami, Tonga government says in first words since volcano erupted"
234,0,0,0,Texas,0,"British man , who took hostages at Texas synagogue ,","British man, who took hostages at Texas synagogue, had been investigated by MI5 in 2020 but was no longer considered a threat"
235,0,0,0,Texas,0,as British citizen Malik Faisal Akram .,FBI names man killed after taking hostages at Texas synagogue as British citizen Malik Faisal Akram
236,0,0,0,Australia,Judges,'s last-ditch appeal to remain in Australia .,Judges reject tennis star Novak Djokovic's last-ditch appeal to remain in Australia
237,0,0,0,Australia,0,makes last-ditch court appeal to stay in Australia as deportation,Tennis star Novak Djokovic makes last-ditch court appeal to stay in Australia as deportation looms – follow live
238,0,0,0,UK,0,'s former head of Cabinet Office Covid taskforce Kate Josephs,UK's former head of Cabinet Office Covid taskforce Kate Josephs apologises for having leaving drinks during Covid restrictions
239,Downing Street,apologises to the Queen the night,0,0,0,two parties held in Downing Street the,Downing Street apologises to the Queen for two parties held in Downing Street the night before Prince Philip's funeral
240,0,0,0,UK,James Slack,'s former director of communications James Slack apologises for “,UK Prime Minister Boris Johnson's former director of communications James Slack apologises for “anger and hurt” caused by leaving event at No 10 on night before Prince Philip’s funeral
241,0,0,0,Australia,Australia,a legal challenge now his only hope of defending Grand,"Australia cancels Novak Djokovic's visa again and intends to deport him, with a legal challenge now his only hope of defending Grand Slam"
242,0,0,0,0,Prince Andrew,"loses military titles and patronages , and will no longer","Prince Andrew loses military titles and patronages, and will no longer be called HRH"
243,0,0,0,Covid,0,test positive for Covid is being cut to five full,"Self-isolation period for people who test positive for Covid is being cut to five full days in England, Health Secretary Sajid Javid says"
244,0,0,0,Syria,Syrian man,Syrian man found guilty of crimes against humanity and sentenced,"Syrian man found guilty of crimes against humanity and sentenced to life by German court, in first criminal case brought over state-led torture in Syria"
245,Sir Jonathan Van-Tam,to leave his role,0,England,Sir Jonathan Van-Tam,chief medical officer .,Sir Jonathan Van-Tam to leave his role as England's deputy chief medical officer
246,Prince Andrew,fails in his bid to get US judge,0,US,Prince Andrew,dismiss civil case which alleges he sexually assaulted Virginia Giuffre,Prince Andrew fails in his bid to get US judge to dismiss civil case which alleges he sexually assaulted Virginia Giuffre
247,Johnson,takes responsibility,May 2020,Downing Street,he,"he apologises for attending party in Downing Street garden ,","UK Prime Minister Boris Johnson says he ""takes responsibility"" as he apologises for attending party in Downing Street garden, during lockdown in May 2020"
248,0,0,0,Scotland,0,on large outdoor events in Scotland to be lifted from,"Restrictions on large outdoor events in Scotland to be lifted from Monday, allowing football and rugby fans to fully return to matches"
249,0,0,0,Australia,Novak Djokovic,winning legal battle in Australia over visa .,Novak Djokovic returns to tennis court after winning legal battle in Australia over visa
250,0,0,0,EU,0,"the hottest on record globally , EU satellite system data","The past seven years have been the hottest on record globally, EU satellite system data shows"
251,Tennis star Novak Djokovic,"wins court battle to stay in Australia and defend his Grand Slam title , after vaccine exemption row",0,Australia,0,vaccine exemption row,"Tennis star Novak Djokovic wins court battle to stay in Australia and defend his Grand Slam title, after vaccine exemption row"
252,0,0,0,New York,0,"At least 19 people , including nine children , have","At least 19 people, including nine children, have died in a fire at a New York apartment building, officials say"
253,0,0,0,UK,0,a positive Covid test in the UK since the pandemic,"More than 150,000 people have now died within 28 days of a positive Covid test in the UK since the pandemic began"
254,0,0,0,US,0,two white men who murdered black jogger Ahmaud Arbery as,Life without parole for two white men who murdered black jogger Ahmaud Arbery as US judge condemns “chilling” killing
255,0,0,0,UK,0,not yet needed as booster dose continues to provide high,"Fourth Covid jab not yet needed as booster dose continues to provide high protection against severe disease, say UK advisers"
256,0,0,0,0,0,died aged 73 .,"Shadow minister, and Labour MP for Birmingham Erdington, Jack Dromey has died aged 73"
257,0,0,0,0,0,the iconic actor and director .,"Remembering Sidney Poitier, the iconic actor and director"
258,0,0,0,0,0,"first black man to win a best actor Oscar ,","Sidney Poitier, the first black man to win a best actor Oscar, has died aged 94"
259,Djokovic,awaits deportation decision,0,Serbia,he,0,"Novak Djokovic thanks his family, Serbia and supporters in first message from detention hotel in Australia where he awaits deportation decision"
260,0,0,0,Kazakhstan,Soldiers,as anti-government demonstrations continue .,"Soldiers can now fire without warning in Kazakhstan, president says, as anti-government demonstrations continue"
261,0,0,0,US Capitol,0,"the American people "" and “ created a web of","Donald Trump ""refused to accept will of the American people"" and “created a web of lies”

US President Joe Biden blames the former president for the riot at the US Capitol one year ago"
262,Djokovic,expected to appeal,0,Australia,Australia,0,"Australia cancels visa of world tennis No.1 Novak Djokovic and intends to deport him on Thursday, with his lawyers expected to appeal"
263,0,0,0,England,PCR tests,a positive lateral flow test but no Covid symptoms from,PCR tests scrapped for people in England who have a positive lateral flow test but no Covid symptoms from 11 January
264,0,0,0,0,0,"shield fully deployed on James Webb Space Telescope , a","Sun shield fully deployed on James Webb Space Telescope, a major milestone for the $10bn mission"
265,0,0,0,Ex-Silicon Valley,0,found guilty of conspiring to defraud investors over blood-testing start-up,Ex-Silicon Valley CEO Elizabeth Holmes found guilty of conspiring to defraud investors over blood-testing start-up
266,0,0,0,0,0,made public .,Prince Andrew accuser Virginia Giuffre's 2009 settlement with sex offender Jeffrey Epstein is made public
267,0,0,0,US,0,"her comic acting over eight decades , dies aged 99","US television's Golden Girl Betty White, celebrated for her comic acting over eight decades, dies aged 99"
268,0,0,0,0,0,trafficking teenage girls for abuse by Jeffrey Epstein .,Ghislaine Maxwell is convicted of grooming and trafficking teenage girls for abuse by Jeffrey Epstein
269,Javid,will be no further Covid restrictions,0,England,There,"remain cautious "" .","There will be no further Covid restrictions in England before the new year, UK Health Secretary Sajid Javid says, but he urges people to ""remain cautious"""
270,0,0,0,South Africa,0,died aged 90 .,"Archbishop Desmond Tutu, the Nobel Peace prize laureate who helped end apartheid in South Africa, has died aged 90"
271,0,0,0,0,The biggest space telescope,The biggest space telescope ever built lifts off into orbit,"The biggest space telescope ever built lifts off into orbit, opening a new era in astronomical exploration"
272,Potter,mistakenly drew her gun,0,US,she,Former US police officer Kim Potter found guilty of manslaughter,"Former US police officer Kim Potter found guilty of manslaughter for fatal shooting of black motorist Daunte Wright, after claiming she mistakenly drew her gun instead of Taser"
273,0,0,0,0,0,Percent less likely to need hospital care compared with previous,"People catching Omicron are 50 Percent to 70 Percent less likely to need hospital care compared with previous Covid variants, UK Health Security Agency analysis says"
274,0,0,0,UK,mass-testing,"100,000 daily Covid cases for the first time since mass-testing","UK reports more than 100,000 daily Covid cases for the first time since mass-testing began during the pandemic"
275,0,0,0,UK,0,"to vulnerable five to 11 year olds in UK ,","Covid vaccine should be offered to vulnerable five to 11 year olds in UK, government advisers say"
276,0,0,0,Wales,0,introduce new Covid restrictions from 26 December including rule of,"Wales to introduce new Covid restrictions from 26 December including rule of six in hospitality, cinemas and theatres and table service in pubs and restaurants"
277,Johnson,ca n’t rule out any further measures,0,England,0,"further Covid restrictions for England before Christmas , UK PM","No further Covid restrictions for England before Christmas, UK PM Boris Johnson says – but he “can’t rule out any further measures after Christmas”"
278,0,0,0,Edinburgh,0,other large events in Scotland cancelled as Covid rules tightened,Edinburgh's Hogmanay street party and other large events in Scotland cancelled as Covid rules tightened
279,0,0,0,0,first deaf contestant,first deaf contestant to win BBC One 's Strictly Come,EastEnders star Rose Ayling-Ellis becomes first deaf contestant to win BBC One's Strictly Come Dancing
280,0,0,0,UK Brexit,0,"has reportedly resigned from the government over its "" political","UK Brexit minister Lord Frost has reportedly resigned from the government over its ""political direction"""
281,0,0,0,Netherlands,Netherlands,into tight lockdown from Sunday to control spread of Omicron,Netherlands to enter into tight lockdown from Sunday to control spread of Omicron variant
282,inquiry into lockdown parties in Downing Street,was held in his own office,0,Downing Street,it,'s top civil servant Simon Case will no longer lead,"UK's top civil servant Simon Case will no longer lead inquiry into lockdown parties in Downing Street, after it emerged an event was held in his own office"
283,0,0,0,London,young twins,of young twins killed in south London house fire .,27-year-old woman arrested on suspicion of child neglect after two sets of young twins killed in south London house fire
284,0,0,0,North Shropshire,0,Liberal Democrats overcome huge Conservative majority to win North Shropshire,Liberal Democrats overcome huge Conservative majority to win North Shropshire by-election
285,0,0,0,"Sutton , London",Four children,0,"Four children die in house fire in Sutton, London fire commissioner says"
286,0,0,0,Wales,Nightclubs,and social distancing will be required in offices to limit,"Nightclubs will close in Wales after Boxing Day and social distancing will be required in offices to limit Omicron variant, Welsh government announces"
287,0,0,0,0,0,0,"Bank of England raises interest rates for first time in more than three years, in response to surging inflation"
288,Queen,cancels pre-Christmas family lunch could have put too many people 's,0,0,Queen,"cancels pre-Christmas family lunch , with sources suggesting it could","Queen cancels pre-Christmas family lunch, with sources suggesting it could have put too many people's Christmas arrangements at risk"
289,0,0,0,Australia,others,others critically injured after falling from a bouncy castle that,Two children have died and others critically injured after falling from a bouncy castle that was blown into the air in Australia
290,UK,reports its highest number,0,UK,UK,its highest number of daily coronavirus cases since pandemic began,"UK reports its highest number of daily coronavirus cases since pandemic began, with 78,610 people testing positive"
291,0,0,0,0,Woman,""" catastrophic "" injuries .","Woman jailed for minimum of 25 years for murdering partner's 16-month-old daughter Star Hobson after causing ""catastrophic"" injuries"
292,Fuller,will spend the rest,0,0,he,Double murderer David Fuller who sexually abused more than 100,Double murderer David Fuller who sexually abused more than 100 female corpses in two morgues in Kent told he will spend the rest of his life in jail
293,0,0,0,US,US Covid deaths,"more recorded than any other country , amid concerns about","US Covid deaths pass 800,000, more recorded than any other country, amid concerns about the spread of Omicron as winter looms"
294,0,0,0,England,Covid,for large venues like nightclubs in England win backing of,"Covid passes for large venues like nightclubs in England win backing of MPs by 369 votes to 126, despite Conservative rebellion"
295,0,0,0,0,0,"Belarusian opposition leader Sergei Tikhanovsky , who rallied mass protests","Belarusian opposition leader Sergei Tikhanovsky, who rallied mass protests against disputed leader Alexander Lukashenko, jailed after a trial condemned as a sham"
296,0,0,0,0,0,"found guilty of murdering her partner 's 16-month-old toddler ,","Woman found guilty of murdering her partner's 16-month-old toddler, Star Hobson, who died after months of abuse"
297,0,0,0,US,0,"by dangerous driving , prosecutors say .","US citizen Anne Sacoolas will face London court in January charged with causing death of Harry Dunn by dangerous driving, prosecutors say"
298,0,0,0,0,0,by European football 's governing body Uefa and will be,Champions League draw declared void by European football's governing body Uefa and will be entirely redone at 14:00 GMT due to technical problem
299,0,0,0,UK,0,0,"One person in the UK has died with Omicron variant of coronavirus, Prime Minister Boris Johnson confirms"
300,UK PM Boris Johnson,"warns , as he",0,0,There,"a tidal wave of Omicron coming , "" UK PM","""There is a tidal wave of Omicron coming,"" UK PM Boris Johnson warns, as he brings forward Covid booster vaccine target to end of December"
301,UK 's Covid alert level,raised to level four,0,UK,0,Covid alert level raised to level four due to the,"UK's Covid alert level raised to level four due to the spread of Omicron variant, UK's chief medical officers say"
302,0,0,0,US,More than 70 people,0,"More than 70 people killed by tornadoes in US on Friday night, governor of Kentucky says"
303,0,0,0,UK,UK,faces substantial wave of Omicron infections in January without further,"UK faces substantial wave of Omicron infections in January without further restrictions, scientists suggest"
304,0,0,0,0,tornadoes,feared dead as tornadoes hit several US states including Kentucky,Dozens feared dead as tornadoes hit several US states including Kentucky and Illinois
305,0,0,0,0,0,dies aged 78 .,"Michael Nesmith, singer and guitarist with 1960's group The Monkees, dies aged 78"
306,0,0,0,UK,0,against symptomatic infection .,Tests of Omicron variant in UK show third Covid vaccine booster dose offers 75 Percent protection against symptomatic infection
307,0,0,0,0,0,"Assange closer to being extradited from UK to US ,","WikiLeaks founder Julian Assange closer to being extradited from UK to US, after US government wins case"
308,0,0,0,Mexico,truck,At least 54 killed and more than 100 injured after,At least 54 killed and more than 100 injured after truck packed with people crashes in Mexico
309,0,0,0,UK,Carrie,of healthy baby girl .,UK Prime Minister Boris Johnson and his wife Carrie announce birth of healthy baby girl
310,0,0,0,England,England,part of Plan B restrictions for England announced by Prime,"People asked to work from home and face masks to be worn in more places, as part of Plan B restrictions for England announced by Prime Minister Boris Johnson"
311,Allegra Stratton,gives a tearful statement,0,0,I,"a tearful statement as she resigns as government adviser ,","@BBCPolitics ""I will regret those remarks for the rest of my days"" 

Allegra Stratton gives a tearful statement as she resigns as government adviser, after she was seen in video joking about lockdown Christmas party at No 10"
312,UK government spokeswoman Allegra Stratton,resigns after she,0,Downing Street,she,she was seen in video joking about lockdown,UK government spokeswoman Allegra Stratton resigns after she was seen in video joking about lockdown Christmas party in Downing Street
313,"Chief of Defence Staff Gen Bipin Rawat , his wife and 11 others",were travelling in a helicopter,0,Coonoor,0,0,"Chief of Defence Staff Gen Bipin Rawat, his wife and 11 others were travelling in a helicopter that came down in hills near Coonoor"
314,India 's top military commander,dies in helicopter crash in south,0,India,India 's top military commander,'s top military commander dies in helicopter crash in south,India's top military commander dies in helicopter crash in south of the country
315,that clip ” UK Prime Minister Boris Johnson,begins by addressing the video,0,0,I,was also furious to see that clip ” UK Prime,"“I was also furious to see that clip”

UK Prime Minister Boris Johnson begins  by addressing the video of Downing Street staff joking about a Christmas party - “I understand and share the anger,” he says, but adds ""no Covid rules were broken”"
316,0,0,0,UK,0,video where staff joked about lockdown,UK Prime Minister Boris Johnson apologises for video where staff joked about lockdown Christmas party and orders inquiry into whether rules were broken
317,0,0,0,France,0,0,Suspect linked to murder of journalist Jamal Khashoggi arrested while trying to board a plane in France
318,0,0,0,US,0,announces diplomatic boycott of China 's 2022 Winter Olympics in,US announces diplomatic boycott of China's 2022 Winter Olympics in Beijing
319,0,0,0,Myanmar,0,0,Ousted Myanmar leader Aung San Suu Kyi sentenced to four years in prison
320,0,0,0,UK,0,be subject of national review to protect other children from,"Killing of Arthur Labinjo-Hughes to be subject of national review to protect other children from such evil crimes, UK government says"
321,0,0,0,US,boy,"US high school charged with involuntary manslaughter , alleging several","Parents of boy suspected of killing four students at a US high school charged with involuntary manslaughter, alleging several negligent actions they took"
322,Father of six-year-old Arthur Labinjo-Hughes,is jailed for 21 years,0,0,0,a minimum of,Father of six-year-old Arthur Labinjo-Hughes is jailed for 21 years and his partner for a minimum of 29 years over his torture and killing
323,0,0,0,Germany,Germany,"ban unvaccinated people from large parts of public life ,","Germany to ban unvaccinated people from large parts of public life, including many shops and events, Chancellor Angela Merkel says"
324,"Meghan , Duchess of Sussex ,",wins latest stage,0,0,"Meghan , Duchess of Sussex ,",wins latest stage in privacy fight against Mail on Sunday,"Meghan, Duchess of Sussex, wins latest stage in privacy fight against Mail on Sunday publisher over publication of her personal letter to her father"
325,0,0,0,Kabul,MI6 chief,"of Chinese "" debt traps and data traps "" and","MI6 chief warns of Chinese ""debt traps and data traps"" and denies fall of Kabul was intelligence failure in first live broadcast interview"
326,0,0,0,0,0,"as chief executive , media reports say .","Twitter co-founder Jack Dorsey expected to step down as chief executive, media reports say"
327,0,0,0,UK,0,Covid booster jabs should be offered to all UK over-18s,"Covid booster jabs should be offered to all UK over-18s as part of efforts to tackle new variant Omicron, government advisers say"
328,0,0,0,UK,0,"coronavirus variant identified in UK , health officials say ,","Third case of Omicron coronavirus variant identified in UK, health officials say, with more likely to be found in the coming days"
329,0,0,0,0,0,of greatest team owners .,"Obituary: Sir Frank Williams, Formula 1 icon and one of greatest team owners"
330,0,0,0,0,0,"most successful in the sport , has died .","Formula 1 legend Sir Frank Williams, whose team became one of the most successful in the sport, has died"
331,0,0,0,UK,0,"the new Covid variant , Omicron , health secretary says","Two people in the UK have been found to be infected with the new Covid variant, Omicron, health secretary says"
332,0,0,0,US,0,", legendary US composer and lyricist who became a giant","Obituary: Stephen Sondheim, legendary US composer and lyricist who became a giant of musical theatre"
333,0,0,0,Iraq,0,"Kurdish woman named Maryam , 24 , is first victim","Kurdish woman named Maryam, 24, is first victim of mass drowning in Channel to be identified, as her father in Iraq tells BBC of his grief"
334,0,0,0,US,because of new coronavirus variant concerns Latest : .,other African countries because of new coronavirus variant concerns Latest,"US to restrict travel from South Africa and seven other African countries because of new coronavirus variant concerns

Latest:"
335,0,0,0,0,0,0,"New variant of concern, named Omicron by World Health Organization, has been identified in South Africa, Botswana, Belgium, Hong Kong and Israel"
336,0,0,0,0,0,Preliminary evidence suggests new Covid variant B. 1.1.529 carries higher,"Preliminary evidence suggests new Covid variant B.1.1.529 carries higher risk of reinfection than other variants, World Health Organization says"
337,0,0,0,0,European Union,from southern African countries affected by new Covid variant .,European Union recommends member states suspend all air travel from southern African countries affected by new Covid variant
338,0,0,0,France,France,cancels high-level migrant talks in protest at letter published by,France cancels high-level migrant talks in protest at letter published by UK PM Boris Johnson
339,0,0,0,UK,Travellers arriving into UK from several southern African countries,from several southern African countries will have to quarantine amid,Travellers arriving into UK from several southern African countries will have to quarantine amid warnings over a new Covid variant
340,0,0,0,0,0,"at Siberian coal mine rises to 52 , as rescue","Death toll in fire at Siberian coal mine rises to 52, as rescue operation turns into tragedy, Russian media reports"
341,0,0,0,0,Five people,at least 27 people who died trying to cross the,"Five people have been arrested following the death of at least 27 people who died trying to cross the English Channel

Authorities have clarified the total number of people who have died"
342,0,0,0,US,0,"of black jogger Ahmaud Arbery , who was chased and","Three US men are convicted in the murder of black jogger Ahmaud Arbery, who was chased and shot dead in Georgia"
343,Johnson,'m shocked and appalled ... by the loss,0,UK,I,'m shocked and appalled ... by the loss of life,"""I'm shocked and appalled... by the loss of life""

Boris Johnson says ""thoughts and sympathies"" are with victims and their families, after many migrants drown trying to reach UK

Disaster underscores ""how dangerous it is"" to cross in this way, PM says"
344,0,0,0,England,0,0,"100 people with learning disabilities and autism in England have been held in specialist hospitals for at least 20 years, BBC learns"
345,At least 30 migrants,"have died while heading for the UK , after their boat , Head",0,Calais,At least 30 migrants,At least 30 migrants have died while heading for the,"At least 30 migrants have died while heading for the UK, after their boat sank, Head of Port of Calais Jean-Marc Puissesseau says"
346,migrants,sinks,0,Calais,Several migrants,Several migrants headed for UK drown in English Channel near,"Several migrants headed for UK drown in English Channel near Calais after their boat sinks, French government says"
347,0,0,0,France,0,found guilty of conspiring to blackmail former teammate with sex,France and Real Madrid footballer Karim Benzema found guilty of conspiring to blackmail former teammate with sex tape
348,I,'m sorry I,0,0,0,"'m sorry I targeted Prince Harry 's ex-girlfriend , says","I'm sorry I targeted Prince Harry's ex-girlfriend, says private investigator in BBC documentary on royals' relationship with the press"
349,Bulb,will enter administration,0,UK,it,0,"UK energy company Bulb, which has 1.7 million customers, announces it will enter administration"
350,0,0,0,US state of Wisconsin,car,"At least five dead and more than 40 injured ,","At least five dead and more than 40 injured, including several children, after car drove into parade in US state of Wisconsin, police say"
351,driver,is alive and he,0,0,it,is alive and he is “ thankful that no-one else,"Taxi driver who survived Liverpool hospital bomb says it is a ""miracle” he is alive and he is “thankful that no-one else was injured"""
352,0,0,0,US,0,"during racial justice protests , cleared of homicide after claiming","US teenager Kyle Rittenhouse, who shot and killed two men during racial justice protests, cleared of homicide after claiming self-defence"
353,0,0,0,US,US Vice-President Kamala Harris,given presidential powers while Joe Biden is under anaesthesia for,US Vice-President Kamala Harris to become first woman to be given presidential powers while Joe Biden is under anaesthesia for routine colonoscopy
