,who,what,where,when,why,how,text
2825,Alibaba fires employee,who accused boss,0,0,0,0,Alibaba fires employee who accused boss of rape
2826,"Taylor Swift and Sir Paul McCartney welcome Carole King , Jay - Z",and,0,0,0,"McCartney welcome Carole King , Jay - Z and Foo","Taylor Swift and Sir Paul McCartney welcome Carole King, Jay-Z and Foo Fighters to the Rock and Roll Hall of Fame"
2827,the Ukraine invasion,the start of a new Cold War,0,0,0,a new Cold War ?,Is the Ukraine invasion the start of a new Cold War? asks BBCs @JohnSimpsonNews
2828,0,0,0,0,0,most vulnerable to climate change call for emergency pact to,Countries most vulnerable to climate change call for emergency pact to tackle rising temperatures
2829,0,0,0,0,US,US really have worlds highest Covid death toll ?,Does US really have worlds highest Covid death toll?
2830,Image of bird at US - Mexico border wall,wins contest,0,0,0,0,Image of bird at US-Mexico border wall wins contest
2831,0,0,0,last months,0,French authorities identify 26 of the 27 bodies recovered after,French authorities identify 26 of the 27 bodies recovered after last months mass drowning in the English Channel
2832,Man,arrested after Australian child,0,0,0,after Australian child found dead in barrel .,Man arrested after Australian child found dead in barrel
2833,Korean show exposing the militarys dark side,.,0,0,0,South Korean show exposing the militarys dark side .,Netflixs South Korean show exposing the militarys dark side
2834,Ronin Network,bailed out by crypto giant Binance after hack,0,0,0,hack,Ronin Network bailed out by crypto giant Binance after hack
2835,Wikipedia,blames pro-China infiltration,0,0,Wikipedia,blames pro-China infiltration for bans .,Wikipedia blames pro-China infiltration for bans
2836,Singapore,halts execution of Malaysian drug smuggler who campaigners say has limited mental capacity,0,0,campaigners,of Malaysian drug smuggler who campaigners say has limited mental,Singapore halts execution of Malaysian drug smuggler who campaigners say has limited mental capacity
2837,Maradonas 1986 Hand of God World Cup kit,is so special,0,0,0,so special .,Why Maradonas 1986 Hand of God World Cup kit is so special
2838,0,0,0,0,0,German media outlet hired dissident Russian journalist Marina Ovsyannikova as,German media outlet hired dissident Russian journalist Marina Ovsyannikova as correspondent
2839,Spain,hit with severe flooding after storm,0,0,Spain,with severe flooding after storm .,Spain hit with severe flooding after storm
2840,0,0,0,0,0,to international visitors .,Australias border reopens to international visitors
2841,Australia,to reopen borders,0,0,Australia,to international travel .,Australia to reopen borders to international travel
2842,0,0,0,0,Ethiopias Letesenbet Gidey,womens half marathon world record .,Ethiopias Letesenbet Gidey smashes womens half marathon world record
2843,0,0,0,0,0,0,"74 percent  of ransomware revenue goes to Russia-linked hackers, analysis suggests"
2844,Vax,declared Oxford English Dictionarys,0,0,Vax,0,Vax declared Oxford English Dictionarys word of the year
2845,0,0,0,0,0,0,Why does water flow from a tree in Montenegro?
2846,Prince Andrew,demands jury trial,0,0,Prince Andrew,over sexual assault allegations .,Prince Andrew demands jury trial in US over sexual assault allegations
2847,Winter Olympics,slammed by deluge from athletes,0,0,Winter Olympics,0,Winter Olympics slammed by deluge of complaints from athletes
2848,End to Korean War,agreed to in principle,0,0,0,0,End to Korean War agreed to in principle
2849,US conservatives,show little interest,0,0,0,show little interest in Ukraine at annual conference in Florida,US conservatives show little interest in Ukraine at annual conference in Florida
2850,Stolen Roman statue,returned to France after 50 years,0,0,0,0,Stolen Roman statue returned to France after 50 years
2851,BBC Bitcoin mining report,used in crypto - scam,0,0,0,0,BBC Bitcoin mining report used in crypto-scam
2852,Zelenskys moments,:,0,0,0,to wartime leader .,Zelenskys moments: From TV star to wartime leader
2853,UN,calls for evacuation,0,0,0,besieged Syrian prison .,UN calls for evacuation of children trapped in besieged Syrian prison
2854,a Twitter poll,tell Elon Musk,0,0,0,0,"Test your news knowledge against the clock ⏲️

What did a Twitter poll tell Elon Musk?"
2855,0,0,0,0,0,"in military to move protesting truckers , says Canadian Prime","No plans to call in military to move protesting truckers, says Canadian Prime Minister Justin Trudeau"
2856,Twenty years after 9/11,will,0,0,0,"9/11 , will al - Qaeda rise again ?","Twenty years after 9/11, will al-Qaeda rise again?"
2857,Japan,agrees military deal,0,0,Japan,agrees military deal with UK amid rising tensions with Russia,Japan agrees military deal with UK amid rising tensions with Russia
2858,0,0,0,0,Ex-NY governor Andrew Cuomo,Ex-NY governor Andrew Cuomo accused of groping in court filing,Ex-NY governor Andrew Cuomo accused of groping in court filing
2859,Tiger Woods,makes solid start,0,0,Tiger Woods,makes solid start at The Masters in triumphant return to,Tiger Woods makes solid start at The Masters in triumphant return to golf after car crash
2860,0,0,0,0,British soldiers,British soldiers discovered in mass grave in the Netherlands .,British soldiers discovered in mass grave in the Netherlands
2861,Twitter,bans congresswoman over Covid misinformation,0,0,0,0,Marjorie Taylor Greene: Twitter bans congresswoman over Covid misinformation
2862,Passersby in Florida rush,to stop moving car,0,0,0,with ill driver .,Passersby in Florida rush to stop moving car with ill driver
2863,0,0,0,0,0,in legal fight to pay for UK police protection .,Prince Harry in legal fight to pay for UK police protection
2864,Science,explains what drove Saturdays huge eruption,0,Saturdays,0,Saturdays huge eruption near Tonga .,Science explains what drove Saturdays huge eruption near Tonga
2865,Apple shares,drop on reports,0,0,0,0,Apple shares drop on reports of iPhone 13 chip shortage
2866,0,0,Africa,0,Whats,gone wrong with the War on Terror in Africa ?,Whats gone wrong with the War on Terror in Africa?
2867,0,0,0,0,0,0,US agrees to ease Trump-era sanctions on Cuba
2868,Tech giants,try distancing themselves,0,0,0,Tech giants try distancing themselves from Facebook .,Tech giants try distancing themselves from Facebook
2869,Facebook,apologises as services,0,0,Facebook,services including,Facebook apologises as services including Instagram hit again
2870,0,0,0,0,0,The lucrative world of Nigerias illegal oil refineries .,The lucrative world of Nigerias illegal oil refineries
2871,0,0,Kyiv,0,0,Huge explosion seen in sky over Ukraines capital Kyiv .,Huge explosion seen in sky over Ukraines capital Kyiv
2872,0,0,0,0,0,European peace seems as fragile as ever .,European peace seems as fragile as ever
2873,0,0,0,0,0,Missing Japanese boat : Search for survivors after distress signal,Missing Japanese boat: Search for survivors after distress signal
2874,Chicago trains,drive over flaming tracks,0,0,0,0,Chicago trains drive over flaming tracks
2875,Texas,passes social media de-platforming law,0,0,Texas,passes social media de-platforming law .,Texas passes social media de-platforming law
2876,My picture,was used to spread lies,0,0,0,0,My picture was used to spread lies about the war
2877,France,resists US challenge,0,0,France,0,France resists US challenge to its values
2878,I,see everybody,Covid,0,its very painful for me Migrant workers in Singapore,"everybody outside , looking happy , its very painful for","When I see everybody outside, looking happy, its very painful for me

Migrant workers in Singapore are still living in Covid lockdown, even as the wider community has been allowed to be out and about"
2879,0,0,0,0,0,migrants away from Texas border town to processing centres .,US officials move thousands of migrants away from Texas border town to processing centres
2880,UN,condemns killing of Al Jazeera reporter Shireen Abu Aqla,0,0,0,0,UN condemns killing of Al Jazeera reporter Shireen Abu Aqla
2881,Queen of Italian cinema Monica Vitti,dies at 90,0,0,0,of Italian cinema Monica Vitti dies at 90 .,Queen of Italian cinema Monica Vitti dies at 90
2882,Will Smith,boosts Oscar,0,0,0,0,Will Smith boosts Oscar hopes with Screen Actors Guild nomination
2883,0,0,0,0,25,0,25 killed in Philippines Tropical Storm Megi
2884,0,0,0,0,0,0,US reacts to Kyle Rittenhouses acquittal
2885,India student killed in Ukraine,was out to buy food,0,0,0,0,India student killed in Ukraine was out to buy food
2886,Iran execution of Heidar Ghorbani,sparks rare anti-government protest,0,0,0,sparks rare anti-government protest .,Iran execution of Heidar Ghorbani sparks rare anti-government protest
2887,0,0,0,0,0,0,Why is there a food emergency in Sri Lanka?
2888,Leaked video of expletive - laden conversation between two Australian newsreaders on Novak Djokovics visa saga,goes viral,0,0,Leaked video of expletive - laden conversation between two Australian newsreaders on Novak Djokovics visa saga,- laden conversation between two Australian newsreaders on Novak Djokovics,Leaked video of expletive-laden conversation between two Australian newsreaders on Novak Djokovics visa saga goes viral
2889,Widespread condemnation over killings in Bucha,.,0,0,0,Ukraine round - up : Widespread condemnation over killings in,Ukraine round-up: Widespread condemnation over killings in Bucha
2890,0,0,0,0,shes,left permanently deformed by cosmetic procedure .,Supermodel Linda Evangelista says shes been left permanently deformed by cosmetic procedure
2891,you,sit in,0,0,0,feel safe ?,Like a drone that you sit in... but would you feel safe?
2892,The death shaking the Palestinian leadership,.,0,0,0,the Palestinian leadership .,Nizar Banat: The death shaking the Palestinian leadership
2893,The Rotterdam museum set,to display its entire art collection,0,0,0,its entire art collection .,The Rotterdam museum set to display its entire art collection
2894,BBC Ukraine editor,describes feeling of panic,0,0,There,no safe place anymore BBC Ukraine editor describes feeling of,"There is no safe place anymore

BBC Ukraine editor describes feeling of panic gripping Kyiv after Russia’s invasion"
2895,0,0,0,0,0,French fashion designer dies aged 73 .,Thierry Mugler: French fashion designer dies aged 73
2896,Twitter,moves to limit Russian government accounts,0,0,0,limit Russian government accounts .,Twitter moves to limit Russian government accounts
2897,Ukraine government,to sell NFTs,0,0,0,0,Ukraine government to sell NFTs to fund war against Russia
2898,0,0,0,0,More expats,its tough Covid laws .,More expats may quit Hong Kong over its tough Covid laws
2899,Mexican security forces,"arrest wife of El Mencho , the countrys most wanted man",El Mencho,0,0,"Mexican security forces arrest wife of El Mencho , the","Mexican security forces arrest wife of El Mencho, the countrys most wanted man"
2900,0,0,0,0,0,Powerful earthquake hits Mexican coast .,Powerful earthquake hits Mexican coast
2901,the pop star bringing Somalia to the Mississippi,.,0,0,0,0,Aar Maanta - the pop star bringing Somalia to the Mississippi
2902,Long December,looms for US Democrats,0,December,0,Long December looms for US Democrats .,Long December looms for US Democrats
2903,German energy giant Uniper,gives in to Russian rouble demand,0,0,0,German energy giant Uniper gives in to Russian rouble demand,German energy giant Uniper gives in to Russian rouble demand
2904,0,0,0,0,Chinese man,Chinese man convicted for stealing aviation trade secrets .,Chinese man convicted for stealing aviation trade secrets
2905,Austria and Germany,decide to ease Covid rules,0,0,Austria and Germany,0,Austria and Germany decide to ease Covid rules
2906,0,0,0,0,0,Huge blackmail and corruption trial opens in Spain .,Huge blackmail and corruption trial opens in Spain
2907,Adele,gets Spotify,0,0,Spotify,0,Adele gets Spotify to take shuffle button off all album pages
2908,0,0,0,0,0,to Ukrainian women .,Men with reported history of violence offer UK accommodation to Ukrainian women
2909,0,0,0,0,Artist from Hungary,do nt forget COP happened .,Artist from Hungary says hes painting murals in Glasgow so people dont forget COP happened
2910,Prince Charles,gets chivalrous on EastEnders set,0,0,Prince Charles,gets chivalrous on EastEnders set .,Prince Charles gets chivalrous on EastEnders set
2911,0,0,0,0,0,0,How hackers are trying to undermine Putin
2912,Nepal police fire rubber bullets,during US grant protest,0,0,0,0,Nepal police fire rubber bullets during US grant protest
2913,Liberia taxi driver,:,0,0,"$ 50,000",0,"Liberia taxi driver: How returning $50,000 changed Emmanuel Tuloes life"
2914,0,0,0,0,0,Indias rich art history is just a click away now,MAP Encyclopaedia: Indias rich art history is just a click away now
2915,Estefan,was sexually abused aged nine,0,0,0,was sexually abused aged nine .,Singer Gloria Estefan says she was sexually abused aged nine
2916,Manny Pacquiao,retires from boxing to focus on political career,0,0,Manny Pacquiao,on political career .,Manny Pacquiao retires from boxing to focus on political career
2917,0,0,0,0,0,wine enough to hit daily sugar limit .,Two glasses of wine enough to hit daily sugar limit
2918,"Suspected bomb attack in Kampala , Uganda",",",0,0,0,terror warnings,"Suspected bomb attack in Kampala, Uganda, after terror warnings"
2919,0,0,0,0,0,Alec Baldwins phone,Police obtain search warrant for Alec Baldwins phone
2920,Dutch dismay as Russia,expels correspondent Tom Vennink,0,0,0,Dutch dismay as Russia expels correspondent Tom Vennink .,Dutch dismay as Russia expels correspondent Tom Vennink
2921,0,0,0,0,0,Thousands worldwide have taken ivermectin to fight Covid - but,Thousands worldwide have taken ivermectin to fight Covid - but whats the evidence?
2922,0,0,0,0,0,rebels could advance on the city,Residents urged to defend Ethiopias capital amid fears that rebels could advance on the city
2923,Twenty years on from 9/11,begins at Guantanamo Bay,0,0,0,0,"Twenty years on from 9/11, a trial unlike any other begins at Guantanamo Bay"
2924,World leaders,call shelling on nuclear plant Follow the latest,0,0,0,"on nuclear plant in Ukraine reckless , horrific and unacceptable","World leaders call shelling on nuclear plant in Ukraine reckless, horrific and unacceptable

Follow the latest"
2925,0,0,Jersey,0,0,0,Bird flu restrictions put in place to prevent spread on Jersey
2926,The Pandora Papers,reveal the financial dealings,0,0,0,the financial dealings of some of the most powerful people,The Pandora Papers reveal the financial dealings of some of the most powerful people in the world - including more than 330 politicians from 90 countries
2927,0,0,0,0,0,0,"Lollipops, toys and flowers - just some acts of kindness which Ukraines refugees have been met with at other countries borders"
2928,LeBron James,got coronavirus vaccine,0,0,LeBron James,after initial scepticism .,LeBron James got coronavirus vaccine after initial scepticism
2929,Russian warship Moskva,sinks in Black Sea,Black Sea,0,0,Russian warship Moskva sinks in Black Sea .,Russian warship Moskva sinks in Black Sea
2930,0,0,0,0,0,"At least 17 people , including women in labour ,","At least 17 people, including women in labour, injured in Russian air strike on maternity hospital in Ukraine, officials say"
2931,Winter storm,disrupts travel and causes power blackouts,0,0,Winter storm,0,Winter storm disrupts travel and causes power blackouts in Texas
2932,NFT of Jack Dorseys first tweet,struggles to sell,0,0,0,0,NFT of Jack Dorseys first tweet struggles to sell
2933,0,0,0,0,0,a historic drought .,Saving a million salmon and a tribe in a historic drought
2934,0,0,0,0,0,fallen soldiers,Ukraine war: Russians grieve for fallen soldiers
2935,0,0,0,0,0,0,Hundreds defy ban on Pakistan kite flying festival
2936,KFC in Kenya,got fried over its chip shortage,0,0,KFC in Kenya,0,How KFC in Kenya got fried over its chip shortage
2937,0,0,0,0,Two babies,plucked alive from US tornado rubble .,Two babies plucked alive from US tornado rubble
2938,Dreams of pursuing my education,now,0,0,0,feel futile .,Dreams of pursuing my education now feel futile
2939,Australia,will cancel mens,0,0,0,0,Australia will cancel mens Test with Afghanistan if womens team banned from playing
2940,Viewers in the UK,can watch Life,0,8 pm tonight,Viewers in the UK,0,"Viewers in the UK can watch Life at 50C on @BBCTwo at 8pm tonight, or on @BBCiPlayer"
2941,0,0,0,the day,0,working hard to reach an agreement Follow our live updates,"On the final day of the COP26 climate conference negotiators are working hard to reach an agreement

Follow our live updates throughout the day"
2942,Jerome Powell,nominated to stay as US Federal Reserve chair,0,0,Jerome Powell,US,Jerome Powell nominated to stay as US Federal Reserve chair
2943,0,0,0,0,0,0,Millipede with more legs than any known animal discovered in Australia
2944,0,0,0,0,0,Russian operator to suspend electricity supply to Finland .,Russian operator to suspend electricity supply to Finland
2945,0,0,0,0,0,for Ukrainian ambassador at Biden speech .,Standing ovation for Ukrainian ambassador at Biden speech
2946,0,0,0,0,0,a child reunites with rescuer,Woman kidnapped as a child reunites with rescuer
2947,mother,saw my daughter,0,0,0,held captive in basement .,"Ukraine mother: I saw my daughter killed, then was held captive in basement"
2948,Norwegian town Kongsberg,left asking questions,0,0,0,Norwegian town Kongsberg left asking questions after bow and arrow,Norwegian town Kongsberg left asking questions after bow and arrow murders
2949,0,0,Punjab,0,AAP,Indias grand old party .,Punjab election 2022: How AAP routed Indias grand old party
2950,French President Macron,calls Polish PM,Putin,0,0,French President Macron calls Polish PM a far - right,French President Macron calls Polish PM a far-right anti-Semite in row over Putin talks
2951,I,do nt think were being listened to Miscarriage rates are 40 percent in black women,0,0,I,do nt think were being listened to Miscarriage rates are,"I just dont think were being listened to

Miscarriage rates are 40 percent  higher in black women compared to white women in the US, one study found"
2952,Indian students stranded in Ukraine,desperately,0,0,Indian students stranded in Ukraine,Indian students stranded in Ukraine desperately seek help .,Indian students stranded in Ukraine desperately seek help
2953,Ukraine,:,0,0,0,0,Ukraine: @bbclysedoucet on a week of war and a family driven below ground
2954,0,0,0,0,0,"more rural areas of Afghanistan , people welcome the end","In more rural areas of Afghanistan, people welcome the end of a war that has killed tens of thousands"
2955,Guernsey population increases,by 500,Guernsey,0,0,0,Guernsey population increases by 500 in a year
2956,Criminal investigation into Texas,festival crowd surge,0,0,0,Criminal investigation into Texas festival crowd surge .,Criminal investigation into Texas festival crowd surge
2957,0,0,0,0,0,0,Whatever happened to the Novavax Covid vaccine?
2958,UK embassy,told Afghans,Abbey Gate,0,0,0,UK embassy told Afghans to go to Abbey Gate entrance to Kabul airport before suicide attack
2959,Mariupol evacuation and pilot legend,.,0,0,0,Ukraine round - up : Mariupol evacuation and pilot legend,Ukraine round-up: Mariupol evacuation and pilot legend
2960,Covid positive after Christmas party,.,0,Christmas,0,Nearly 70 Spanish medics Covid positive after Christmas party .,Nearly 70 Spanish medics Covid positive after Christmas party
2961,Congolese music star Koffi Olomidé,cleared of rape but convicted of holding dancers,0,0,Koffi Olomidé,Congolese music star Koffi Olomidé cleared of rape but convicted,Congolese music star Koffi Olomidé cleared of rape but convicted of holding dancers against their will
2962,0,0,0,0,0,A new order begins under the Talibans governance .,A new order begins under the Talibans governance
2963,Ivory Coast TV host,sentenced for promoting rape,0,0,0,promoting rape,Ivory Coast TV host sentenced for promoting rape
2964,0,0,0,0,0,prevent early miscarriage .,Progesterone recommended to prevent early miscarriage
2965,0,0,0,0,0,Swiss vote on tobacco ad ban long after neighbours .,Swiss vote on tobacco ad ban long after neighbours
2966,0,0,0,0,0,0,"Flaw prompts 100 hack attacks a minute, security company says"
2967,UKs refusal to accept Covid vaccine certificates from Africa,could increase hesitancy,Africa,0,0,0,"UKs refusal to accept Covid vaccine certificates from Africa could increase hesitancy, says head of Africas health agency"
2968,"Journalist Riccardo Ehrman , who will always be remembered for asking questions that led to communist East Germany opening up the Berlin Wall ,",dies aged 92,Wall,0,0,will always be remembered for asking questions that led to,"Journalist Riccardo Ehrman, who will always be remembered for asking questions that led to communist East Germany opening up the Berlin Wall, dies aged 92"
2969,0,0,0,0,0,0,Omicrons fall has plateaued - should we worry?
2970,0,0,0,0,0,Spanish police seize huge haul of illegal stuffed animals .,Spanish police seize huge haul of illegal stuffed animals
2971,0,0,0,0,0,of private jets and why are there so many at,Whats the climate impact of private jets and why are there so many at COP26?
2972,recycling and rubbish from the UK,go,0,0,0,0,Where does recycling and rubbish from the UK go?
2973,Match,settles legal fight,0,0,0,settles legal fight with Tinder founders for $ 441m .,Match settles legal fight with Tinder founders for $441m
2974,France and US,seek to mend rift,0,0,0,0,Aukus pact: France and US seek to mend rift
2975,Ukrainian President Zelensky,calls on people to support freedom and oppose Russia,0,0,0,Ukrainian President Zelensky calls on people to support freedom and,Ukrainian President Zelensky calls on people to support freedom and oppose Russia
2976,Africas week in pictures,:,0,March 2022,0,0,Africas week in pictures: 25-31 March 2022
2977,0,0,0,0,0,Far - right target critics with Twitters new media policy,Far-right target critics with Twitters new media policy
2978,Samsung,chooses Texas as site of new $ 17bn chip plant,0,0,Samsung,of new $ 17bn chip plant .,Samsung chooses Texas as site of new $17bn chip plant
2979,My world,is destroyed,0,0,0,0,"Odesa missile attack: My world is destroyed, says father of baby killed in strike"
2980,0,0,Bavaria,0,Lonely dog Bavaria,Lonely dog Bavaria has been rescued by Ukrainian soldiers on,Lonely dog Bavaria has been rescued by Ukrainian soldiers on the frontline of their war against Russia
2981,The migrants,returned to Iraqi camps from Belarus,0,0,0,to Iraqi camps from Belarus .,The migrants returned to Iraqi camps from Belarus
2982,0,0,0,0,The Ukrainian refugees,The Ukrainian refugees living in an Irish castle .,The Ukrainian refugees living in an Irish castle
2983,0,0,0,0,0,conflict in Ukraine rages,Childrens lives are upended as conflict in Ukraine rages
2984,0,0,Earth,0,0,Russian team back on Earth after filming first movie in,Russian team back on Earth after filming first movie in space
2985,US gun manufacturer Remington,reaches settlement with victims families of Sandy Hook mass shootings,0,0,0,0,US gun manufacturer Remington reaches settlement with victims families of Sandy Hook mass shootings
2986,Timed Teaser,:,0,0,0,how long did Kamala Harris have presidential powers ?,Timed Teaser: For how long did Kamala Harris have presidential powers?
2987,The most dangerous man in the world,?,0,0,0,most dangerous man in the world ?,AQ Khan: The most dangerous man in the world?
2988,Finland,to decide on Nato membership within weeks,0,0,0,0,PM Marin says Finland to decide on Nato membership within weeks
2989,0,0,0,0,0,Indian court clears bishop accused of raping a nun between,Indian court clears bishop accused of raping a nun between 2014 and 2016
2990,0,0,0,0,0,Pregnant woman among 15 charged with terrorism in Uganda .,Pregnant woman among 15 charged with terrorism in Uganda
2991,0,0,0,0,0,0,Why cows may be hiding something but AI can spot it
2992,US court,blocks release of Trump files,0,0,0,court temporarily blocks release of Trump files .,US court temporarily blocks release of Trump files
2993,0,0,0,0,you,shows Ukrainian woman confronting armed Russian soldier Follow live coverage,"Take these seeds so sunflowers grow here when you die

Footage shows Ukrainian woman confronting armed Russian soldier 

Follow live coverage on Russias invasion of Ukraine"
2994,0,0,0,0,0,Kenyan policeman kills at least five including wife .,Kenyan policeman kills at least five including wife
2995,Ukraine war,:,0,0,0,Russians anti-war protest on the side of his shopping centre,Ukraine war: One Russians anti-war protest on the side of his shopping centre
2996,Evergrande investors,in the dark over $ 83m bond payment,0,0,0,Evergrande investors in the dark over $ 83m bond payment,Evergrande investors in the dark over $83m bond payment
2997,World Bank,warns,0,0,0,"cause biggest price shock in 50 years , World Bank","Ukraine war to cause biggest price shock in 50 years, World Bank warns"
2998,Facebook testing changes to give users more control over their news,feeds,0,0,Facebook,0,Facebook testing changes to give users more control over their news feeds
2999,Jordans undeclared war against Syria drug traffickers,.,0,0,0,Jordans undeclared war against Syria drug traffickers .,Captagon: Jordans undeclared war against Syria drug traffickers
3000,Taliban claim,to have taken Afghanistans Panjshir Valley,Panjshir,0,0,0,Taliban claim to have taken Afghanistans Panjshir Valley
3001,0,0,0,0,0,a difficult decision .,Why vaccinating all teens is a difficult decision
3002,Somali film The Gravediggers Wife,wins Africas top film prize,0,0,0,Somali film The Gravediggers Wife wins Africas top film prize,Somali film The Gravediggers Wife wins Africas top film prize
3003,Chris Brown,accused of drugging,0,0,0,0,Chris Brown accused of drugging and raping woman on yacht
3004,0,0,0,0,French zoo,French zoo closed temporarily after pack of nine wolves escape,French zoo closed temporarily after pack of nine wolves escape
3005,0,0,0,0,0,of civilian killings in Bucha .,War in Ukraine: Evidence grows of civilian killings in Bucha
3006,Its,was laid to rest in the Tomb,Tomb of the Unknown,0,0,first unnamed soldier was laid to rest in the Tomb,Its been 100 years since the first unnamed soldier was laid to rest in the Tomb of the Unknown
3007,EasyJet,cancel Jersey flights,0,0,EasyJet,0,EasyJet cancel Jersey flights due to Covid
3008,Ecuador sprinter Alex Quiñónez,shot dead,0,0,0,shot dead .,Ecuador sprinter Alex Quiñónez shot dead
3009,Indian police foil mans,attempt to fake death,0,0,Indian police foil mans,Indian police foil mans attempt to fake death .,Indian police foil mans attempt to fake death
3010,India,really,0,0,India,India really have more women than men ?,NFHS: Does India really have more women than men?
3011,New Yorks health agency,misled public on nursing home Covid deaths,0,0,New Yorks health agency,misled public on nursing home Covid deaths under ex-governor Andrew,New Yorks health agency misled public on nursing home Covid deaths under ex-governor Andrew Cuomo
3012,World Health Organization,warns,0,0,0,"is even more dangerous than previously thought , World Health","Air pollution is even more dangerous than previously thought, World Health Organization warns"
3013,Charles,met Queen,0,0,0,testing positive for Covid .,Charles met Queen two days before testing positive for Covid
3014,Poland rule of law dispute,overshadows EU summit,0,0,0,0,Poland rule of law dispute overshadows EU summit
3015,you,may have missed from Amber Heards,0,0,0,0,What you may have missed from Amber Heards testimony against Johnny Depp
3016,Goldman Sachs,cuts China growth forecast,0,0,Goldman Sachs,0,Goldman Sachs cuts China growth forecast over power outages
3017,India man hacks,into airline website,0,0,0,0,India man hacks into airline website to find lost luggage
3018,Macron,switches to using navy blue,0,0,0,navy blue on Frances flag 🇫🇷 .,Macron switches to using navy blue on Frances flag 🇫🇷
3019,The US Supreme Court,is hearing a challenge,0,0,It,of American women will lose access to legal abortions .,"The US Supreme Court is hearing a challenge to Roe vs Wade

It could mean the end that millions of American women will lose access to legal abortions"
3020,0,0,0,0,0,the controversial US gunshot - detection firm .,Inside the controversial US gunshot-detection firm
3021,Students in South Korea,study from 10 am for the Suneung college entrance exam,0,10 pm,0,Korea often study from 10 am to 10 pm every,"Students in South Korea often study from 10am to 10pm every day for the Suneung college entrance exam, seen as a key marker of future success"
3022,Ukraine war,:,0,0,0,0,Ukraine war: Can India feed the world?
3023,Nobles Hospital anaesthetists,face manslaughter probe,0,0,Nobles Hospital anaesthetists,over patient death .,Nobles Hospital anaesthetists face manslaughter probe over patient death
3024,0,0,0,0,0,the strictest anti-abortion law in the US .,The impact of the strictest anti-abortion law in the US
3025,0,0,0,0,Ukrainians,0,Ukrainians share moments of hope during war with Russia
3026,Ukraine war daily round - up,.,Mariupol,0,0,and hypersonic missiles : Ukraine war daily round - up,Street fighting in Mariupol and hypersonic missiles: Ukraine war daily round-up
3027,Blast off for Nasa mission,to strike space rock,0,0,0,0,Blast off for Nasa mission to strike space rock
3028,0,0,0,0,you,How closely have you been paying attention to whats been,"How closely have you been paying attention to whats been going on during the past seven days?

Take our news quiz"
3029,0,0,0,0,An event cancelled,is better than a life cancelled WHO urges cancelling some,"An event cancelled is better than a life cancelled

WHO urges cancelling some holiday events over Omicron fears"
3030,Female Afghan judges,hunted by the murderers,0,0,0,Female Afghan judges hunted by the murderers they convicted .,Female Afghan judges hunted by the murderers they convicted
3031,Gerard Pique,organises first event,0,0,Gerard Pique,0,Balloon World Cup: Gerard Pique organises first event
3032,0,0,0,0,0,Russian military exercise off Irish coast a threat to whales,Russian military exercise off Irish coast a threat to whales
3033,The Middle East,"is heating up at twice the global average , with temperatures",Middle East,0,0,"the global average , with temperatures in Kuwait regularly crossing","The Middle East is heating up at twice the global average, with temperatures in Kuwait regularly crossing an  unbearable  50C"
3034,0,0,0,0,0,Dutch police arrest quarantine hotel escapee couple .,Covid: Dutch police arrest quarantine hotel escapee couple
3035,Africas week in pictures,:,0,February 2022,0,0,Africas week in pictures: 18-24 February 2022
3036,Russian forces,pushed out of Kyiv suburb,0,0,0,Russian forces pushed out of Kyiv suburb .,Russian forces pushed out of Kyiv suburb
3037,Mount Everests,highest glacier,0,0,0,"Everests highest glacier melting rapidly , new study shows .","Mount Everests highest glacier melting rapidly, new study shows"
3038,"Putins peace demands , a search for survivors in Mariupol , and Russias advance",grinds on - in our daily Ukraine round - up,Mariupol,0,0,our daily Ukraine round - up .,"Putins peace demands, a search for survivors in Mariupol, and Russias advance grinds on - in our daily Ukraine round-up"
3039,Facebook,sees daily users,0,0,Facebook,sees daily users fall for first time ever .,Facebook sees daily users fall for first time ever
3040,The TV screen,can taste ’,0,0,0,0,Netlicks? The TV screen you can taste’
3041,Louis Vuitton,shows Virgil Ablohs,0,0,Louis Vuitton,Ablohs last collection .,Paris Fashion Week: Louis Vuitton shows Virgil Ablohs last collection
3042,a London Underground tube announcer,looks like,0,0,0,Ever wondered what a London Underground tube announcer looks like,Ever wondered what a London Underground tube announcer looks like?
3043,Bride who lost her legs in Ukraine war,has first dance,0,0,Bride who lost her legs in Ukraine war,0,Bride who lost her legs in Ukraine war has first dance with husband in hospital
3044,Nationalist cleric Moqtada al - Sadr,claims victory in Iraqs election,0,0,0,Nationalist cleric Moqtada al - Sadr claims victory in Iraqs,Nationalist cleric Moqtada al-Sadr claims victory in Iraqs election
3045,Stowaway found in South Africa plane wheel,is 22 - year Kenyan,0,0,0,old Kenyan .,Stowaway found in South Africa plane wheel is 22-year-old Kenyan
3046,The China factor,in Indias Quad strategy,0,0,0,0,The China factor in Indias Quad strategy
3047,Bank of England,warns on crypto - currency risks,0,0,0,0,Bank of England warns on crypto-currency risks
3048,We,will erase you,Tigray,0,We,"land Ethnic cleansing documented in western Tigray , Ethiopia .","We will erase you from this land

Ethnic cleansing documented in western Tigray, Ethiopia"
3049,0,0,0,0,0,0,An off-duty US police officer appears to kneel on a 12-year-old girls neck in in surveillance footage released by the Kenosha Unified School District
3050,0,0,0,0,0,Apples digital drivers licence feature comes at a cost to,"Apples digital drivers licence feature comes at a cost to the taxpayer, reports suggest"
