,who,what,where,when,why,how,text
1586,0,0,0,0,0,", apolitical and self - congratulatory : National Thank You","Twee, apolitical and self-congratulatory: National Thank You Day is so very British | Joel Golby"
1587,Cameroon top Africa Cup of Nations group,despite draw,0,0,0,0,Cameroon top Africa Cup of Nations group despite draw with Cape Verde
1588,Saqib Mahmood,gets Test chance,West Indies,0,Saqib Mahmood,England look to attack West Indies,Saqib Mahmood gets Test chance as England look to attack West Indies
1589,it,home,0,0,0,"it home : stay , try and buy holiday getaways","Bring it home: stay, try and buy holiday getaways"
1590,I,will not be held prisoner ’,0,0,0,turned back at Ukraine ’s borders .,I will not be held prisoner’: the trans women turned back at Ukraine’s borders
1591,I,’ve lost my family,0,0,I,0,"I’ve lost my family, my house, my country. I know we can live beyond grief"
1592,Wiegman,excited,0,0,0,Wiegman excited to see England ’s true standing in push,Wiegman excited to see England’s true standing in push for Euros glory | Louise Taylor
1593,Putin ’s,cruelty,0,0,0,0,The Guardian view on Ukraine’s desperation: escaping Putin’s cruelty | Editorial
1594,UK journalist,wins £ 80K damages,0,0,UK journalist,being hired to smear ’ UAE and Egypt critics,UK journalist wins £80K damages after being hired to smear’ UAE and Egypt critics
1595,0,0,0,0,0,US formally accuses Russia of war crimes in Ukraine .,US formally accuses Russia of war crimes in Ukraine
1596,0,0,0,0,0,Why pregnant women need clearer messaging on Covid vaccine safety,Why pregnant women need clearer messaging on Covid vaccine safety
1597,Sawbuck at 300 - 1,equals odds of longest - priced winner in racing history,0,0,Sawbuck at 300 - 1,of longest - priced winner in racing history .,Sawbuck at 300-1 equals odds of longest-priced winner in racing history
1598,La Palma ’s volcanic headache,:,0,0,0,’s volcanic headache : what to do with all the,La Palma’s volcanic headache: what to do with all the lava and ash
1599,EPA,unveils new strategy,0,0,0,unveils new strategy to address US contamination of forever ’,EPA unveils new strategy to address US contamination of forever’ chemicals
1600,The Guardian view on the threat to Ukraine,:,0,0,0,high and rising | Editorial .,The Guardian view on the threat to Ukraine: high and rising | Editorial
1601,UK,will not cave,0,0,UK,of European court in NI protocol ’ .,UK will not cave in over role of European court in NI protocol’
1602,0,0,0,0,0,0,Labour races to nine-point lead in polls in wake of sleaze controversies at No 10
1603,Portugal ’s Ricardo Horta,strikes late to earn point,0,0,0,strikes late to earn point against wasteful Spain .,Portugal’s Ricardo Horta strikes late to earn point against wasteful Spain
1604,Putin,to let civilians,0,0,civilians,0,Ukraine begs Putin to let civilians escape ruins of Mariupol
1605,Patti Smith,and,0,0,0,0,What links Punchdrunk’s Burnt City to Patti Smith and John McEnroe?
1606,Football Australia,must learn lessons,De Vanna,0,0,0,Football Australia must learn lessons from past in Lisa De Vanna abuse investigation
1607,Omicron,throws schedule into doubt : weekend football countdown – live,0,0,0,– live !,Omicron throws schedule into doubt: weekend football countdown – live!
1608,UK scientists,win £ 2.2 m Breakthrough prize,0,0,UK scientists,DNA reading advances,UK scientists win £2.2m Breakthrough prize for DNA reading advances
1609,it,creates Sir Gavin Williamson |,0,0,0,"taken seriously , it creates Sir Gavin Williamson | Marina","Just when No 10 wants to be taken seriously, it creates Sir Gavin Williamson | Marina Hyde"
1610,Roland Emmerich,stop going to space,0,0,0,"One small step , once every few years : when","One small step, once every few years: when will Roland Emmerich stop going to space?"
1611,we,will miss,0,0,0,0,The life of an England cricket team selector – and why we will miss them | By @Taha_Wisden
1612,We,want the USWNT,0,0,0,be overwhelming for the other team ’ .,Ashley Hatch: We want the USWNT to be overwhelming for the other team’
1613,"dolls , super wealth and the Chinese dream",.,0,0,0,", super wealth and the Chinese dream .","Ascension review – sex dolls, super wealth and the Chinese dream"
1614,The Ravens,"gambled , went for two points and lost",0,0,it,a smart call .,"The Ravens gambled, went for two points and lost. But it was a smart call"
1615,the push to elect female MPs to PNG ’s men - only parliament,.,0,0,0,elect female MPs to PNG ’s men - only parliament,It’s not a publicity stunt’: the push to elect female MPs to PNG’s men-only parliament
1616,Weiwei,am like a cat,0,0,I,a whole day ’ .,Ai Weiwei: I am like a cat. Cats can play for a whole day’
1617,"Manchester City v Watford , Norwich v Newcastle",:,0,0,0,– live !,"Manchester City v Watford, Norwich v Newcastle: Premier League and more – live!"
1618,LAPD officers,told to collect social media data,0,0,LAPD officers,collect social media data on every civilian they stop .,Revealed: LAPD officers told to collect social media data on every civilian they stop
1619,0,0,0,0,0,football enjoyable ?,Is football enjoyable? As a club owner it was surprisingly difficult to answer | Jason Stockwood
1620,0,0,0,0,0,Key questions answered .,What is going on at Derby and will club survive? Key questions answered
1621,IMF,approves $ 1.4 bn emergency support,0,0,0,Ukraine,IMF approves $1.4bn emergency support for Ukraine
1622,The end of western civilisation ’ : Triangle of Sadness director,explains modelling world satire,0,0,0,of western civilisation ’ : Triangle of Sadness director explains,The end of western civilisation’: Triangle of Sadness director explains modelling world satire
1623,We,’re cancelling Putin,0,0,0,0,"Peter Gelb of the New York Met: We’re cancelling Putin, not Pushkin’"
1624,US senators,unite to brand Putin with war crimes,0,Wednesday,0,0,Wednesday briefing: US senators unite to brand Putin with war crimes
1625,0,0,0,0,0,"after fatal stabbing of Kennie Carter , 16 .","Manchester police make sixth arrest after fatal stabbing of Kennie Carter, 16"
1626,Europe,did in 1945,Europe,0,Europe,Europe did in,"Ukraine will prevail as Europe did in 1945, Scholz says in VE Day speech"
1627,statues,re really all about power,0,0,they,re really all about power | Mary Beard .,"We argue over statues, yet history shows theyre really all about power | Mary Beard"
1628,My,has gone off the idea,0,0,0,0,My wife has gone off the idea of a threesome – and I’m gutted
1629,Employers in England,will have to pay for Covid testing as rules,0,0,Employers in England,rules relaxed .,Employers in England will have to pay for Covid testing as rules relaxed
1630,0,0,0,0,0,0,Enmore Theatre floor collapse during Genesis Owusu concert - video
1631,0,0,0,0,0,pill effective but questions remain over pregnancy .,US officials say Merck Covid pill effective but questions remain over pregnancy
1632,0,0,0,0,0,bowel cancer | Letters,Understanding the aim of poo in the post’ tests for bowel cancer | Letters
1633,0,0,0,0,0,0,Sleeping Beauty review – mirth-filled frolics with a pinprick of pathos
1634,Russia,considering chemical weapons,0,0,Russia,flags clear sign ’ Russia considering chemical weapons | First,Biden flags clear sign’ Russia considering chemical weapons | First Thing
1635,0,0,0,0,0,"religious discrimination pledge , devastating crop losses , greening","Morning mail: religious discrimination pledge, devastating crop losses, greening apartments"
1636,Nightingale court,tells parents of victim of alleged rape there is no room for them at trial,0,0,there,them at trial,Nightingale court tells parents of victim of alleged rape there is no room for them at trial
1637,0,0,Area,0,0,0,Inside the San Francisco Bay Area’s pandemic murder surge: No one knows this pain but us’
1638,Rob Baxter,calls for red - card clarity after bans,0,0,Rob Baxter,for red - card clarity after bans for England ’s,Rob Baxter calls for red-card clarity after bans for England’s Hill and Kelly
1639,You,tell your friends,0,0,what ’s it like,You immediately tell your friends to cancel their tickets ’,You immediately tell your friends to cancel their tickets’ – what’s it like to star in a flop?
1640,0,0,0,0,0,supreme court could be compromised ’ by politics .,Clarence Thomas: supreme court could be compromised’ by politics
1641,UK compensation rules,",",0,0,0,"Fine airlines that break UK compensation rules , demand passengers","Fine airlines that break UK compensation rules, demand passengers"
1642,0,0,0,0,0,a form of climate action,Tyre Extinguishers – deflating SUV tyres as a form of climate action
1643,This Christmas,do n’t try to fix your racist uncle,0,This Christmas,0,do n’t try to fix your racist uncle who does,"This Christmas, don’t try to fix your racist uncle who doesn’t believe in vaccines or climate change | First Dog on the Moon"
1644,0,0,0,0,0,", fake reports and porn .","TikTokers flood Texas abortion whistleblower site with Shrek memes, fake reports and porn"
1645,0,0,0,0,0,the much - mocked fruit at mega-short notice ?,Emergency avocados: why do people need the much-mocked fruit at mega-short notice?
1646,Abba Voyage,review,0,0,0,a dazzling retro - futurist extravaganza .,Abba Voyage review – a dazzling retro-futurist extravaganza
1647,Scotland ’s gender recognition reform,"is a recipe , say campaigners",0,0,0,"for bad law ’ , say campaigners .","Scotland’s gender recognition reform is a recipe for bad law’, say campaigners"
1648,0,0,0,0,"More than 150,000 US homes without power after big freeze",after big freeze follows storm .,"More than 150,000 US homes without power after big freeze follows storm"
1649,0,0,0,0,Sergio Agüero,following cardiological evaluation ’ .,Sergio Agüero out for three months following cardiological evaluation’
1650,0,0,0,0,ticket prices,shock at £ 400 seats,What happened to Free Willy?’ Cock ticket prices drop after shock at £400 seats
1651,Koeman,to succeed Van Gaal,0,0,0,Netherlands manager after World Cup,Koeman to succeed Van Gaal as Netherlands manager after World Cup
1652,a taste of France ’s f revolution,.,0,0,0,0,Mouthwatering Marseille: a taste of France’s f revolution
1653,Putin,plans coup in Ukraine,0,0,Putin,Putin plans coup in Ukraine,Confusion over UK claim that Putin plans coup in Ukraine
1654,0,0,0,0,0,Ukraine whistleblower says UK refugee scheme is designed to fail,Homes For Ukraine whistleblower says UK refugee scheme is designed to fail’
1655,0,0,0,0,0,Hungry badger may have uncovered Roman coins in Spanish cave,Hungry badger may have uncovered Roman coins in Spanish cave
1656,Northampton ’s Tommy Freeman,can do ’,Northampton,0,0,0,Northampton’s Tommy Freeman: I’m knocking on England’s door and that’s all I can do’
1657,Teaching the benefits ’ of the British empire,is just another attempt to stoke the culture war,0,0,0,the British empire is just another attempt to stoke the,Teaching the benefits’ of the British empire is just another attempt to stoke the culture war | Kojo Koram
1658,0,0,0,0,0,German election too close to call as SPD lead evaporates,German election too close to call as SPD lead evaporates
1659,Oscar Isaac,makes for game host,0,0,Oscar Isaac,in mixed bag episode .,Saturday Night Live: Oscar Isaac makes for game host in mixed bag episode
1660,0,0,Northern,0,0,0,Scrapping the protocol would be a betrayal of the people of Northern Ireland | Nathalie Loiseau
1661,Akram Khan ’s dancers,defy all limits,0,0,0,0,Outwitting the Devil review – Akram Khan’s dancers defy all limits
1662,0,0,0,0,Joe Lycett,0,Joe Lycett says Sue Gray report stunt motivated by anger over friend’s death
1663,Alok Sharma,calls for injection,0,0,Alok Sharma,injection of can - do spirit ’ to get negotiations,Cop26 live: Alok Sharma calls for injection of can-do spirit’ to get negotiations over the line
1664,Lingard gifts,Young Boys,0,0,0,Lingard gifts Young Boys late winner against 10 - man,Lingard gifts Young Boys late winner against 10-man Manchester United
1665,the young South Koreans embracing single life,.,0,0,the young South Koreans,Happy alone : the young South Koreans embracing single life,Happy alone: the young South Koreans embracing single life
1666,American Siege review – Bruce Willis,sleepwalks through a thriller without thrills,0,0,0,thriller without thrills .,American Siege review – Bruce Willis sleepwalks through a thriller without thrills
1667,Michael Gove,tasked with solving housing crisis,0,0,0,in latest role .,Michael Gove tasked with solving housing crisis in latest role
1668,No 6 review – bittersweet brief encounter on an Arctic - bound train,.,0,0,0,– bittersweet brief encounter on an Arctic - bound train,Compartment No 6 review – bittersweet brief encounter on an Arctic-bound train
1669,0,0,0,0,0,"sport common among male football fans , study finds .","Misogyny towards women’s sport common among male football fans, study finds"
1670,Damon Galgut,won the with his spectacular,0,next week,Damon Galgut,his spectacular ’ novel The Promise .,"Damon Galgut won the  with his spectacular’ novel The Promise.

The writer will be in conversation with @LisaAllardice next week to discuss his work and answer some of your questions live.

Buy a @guardianlive ticket here"
1671,Vasiliy Lomachenko,targets Kambosos after battering Commey,0,0,0,battering Commey,Vasiliy Lomachenko targets Kambosos and titles after battering Commey
1672,0,0,0,0,0,0,"More than 8,000 people in hospital with Covid in UK"
1673,0,0,0,0,0,0,Idles review – like being punched and hugged at the same time
1674,Heathrow protest and a Yokahama wedding,:,Heathrow,Monday,0,’s best photos .,Heathrow protest and a Yokahama wedding: Monday’s best photos
1675,0,0,0,0,0,"a powerful journey of hope , grief , grime and","Redemption review – a powerful journey of hope, grief, grime and soul"
1676,Indonesia earthquake death toll,climbs to 11 after more bodies,Sumatra,0,0,more bodies recovered on Sumatra,Indonesia earthquake death toll climbs to 11 after more bodies recovered on Sumatra
1677,0,0,0,0,0,a little top - up ? ’,Fancy a little top-up?’ Teens throw a new Abigail’s Party with guest list of 30
1678,Alpine alert,:,0,0,0,0,Alpine alert: get the off-piste look – in pictures
1679,0,0,0,0,0,0,Article: removed
1680,Tunisia police,arrest MP and TV host,0,0,0,0,Tunisia police arrest MP and TV host who called president a traitor
1681,Kremlin pressure,over war,0,0,0,’s chief rabbi in exile ’ after resisting Kremlin pressure,Moscow’s chief rabbi in exile’ after resisting Kremlin pressure over war
1682,Ukraine,:,0,0,0,0,"Ukraine: 21,000 civilians estimated killed in Mariupol, says mayor – video"
1683,U-turns set Tories back 25 years ’ with LGBT + community,.,0,0,0,Tories back 25 years ’ with LGBT + community .,Conversion practices U-turns set Tories back 25 years’ with LGBT+ community
1684,UK ’s independent shops record first rise in four years as chains,suffer,0,0,0,’s independent shops record first rise in four years as,UK’s independent shops record first rise in four years as chains suffer
1685,Unvaccinated athletes unlikely to get visas to enter Australia,",",0,0,0,"Unvaccinated athletes unlikely to get visas to enter Australia ,","Unvaccinated athletes unlikely to get visas to enter Australia, says Victorian premier"
1686,claim Russia - linked Tory donations,influenced sanctions policy,0,0,Truss,0,Truss rejects claim Russia-linked Tory donations influenced sanctions policy – video
1687,Australia,back at full strength side,0,0,0,Australia back at full strength side for World Cup showdown,Australia back at full strength side for World Cup showdown with New Zealand
1688,Russia,struggles in Ukraine,0,0,0,the nuclear taboo ?,"As Russia struggles in Ukraine, will Putin break the nuclear taboo? | Kristin Ven Bruusgaard"
1689,0,0,0,0,Second hedge fund,change in leadership of,Second hedge fund pushes for change in leadership of GSK
1690,0,0,0,0,0,9/11,A conversation about Islamophobia in the UK since 9/11
1691,0,0,0,0,0,"report dodgy sellers , says UK ’s top vet .","Pet buyers should report dodgy sellers, says UK’s top vet"
1692,I,did n’t think this would,0,0,I,did n’t think this would air on the BBC ’,I didn’t think this would air on the BBC’: the stars of shocking legal drama You Don’t Know Me
1693,Biden,stands by Putin,0,0,Putin,0,I make no apologies’: Biden stands by Putin cannot remain in power’ remark
1694,0,0,0,0,0,0,The Fiver | The Premier League trapdoor and gold-encrusted parachutes
1695,Exhibition of Pompeii ’s sex scenes,aims to decode erotica,Pompeii,0,0,0,Exhibition of Pompeii’s sex scenes aims to decode erotica
1696,Valentino Rossi,brings down the curtain,0,0,Valentino Rossi,on illustrious MotoGP career .,Valentino Rossi brings down the curtain on illustrious MotoGP career
1697,Boris Johnson ’s amorality,has been proven beyond doubt,0,0,0,0,Boris Johnson’s amorality has been proven beyond doubt | Letters
1698,0,0,0,0,Spanish bishop who married transgressive ’ erotica author,Spanish bishop who married transgressive ’ erotica author is stripped,Spanish bishop who married transgressive’ erotica author is stripped of powers
1699,Keir Starmer,to miss PMQs,0,0,0,testing positive for Covid again .,Keir Starmer to miss PMQs after testing positive for Covid again
1700,0,0,0,0,0,springs eternal ahead of NRL season but genuine title contenders,Hope springs eternal ahead of NRL season but genuine title contenders are sparse | Nick Tedeschi
1701,0,0,0,0,0,’s sensational coming - of - ager heads for the,Apollo 10½ review – Richard Linklater’s sensational coming-of-ager heads for the stars
1702,Wales down Estonia in front of record crowd,.,Wales,0,0,0,Women’s World Cup qualifying: Wales down Estonia in front of record crowd
1703,0,0,0,0,0,Golden age of streaming could cost viewers up to £,"Golden age of streaming could cost viewers up to £2,500 a year"
1704,Ravneet Gill ’s recipe,for baked lemon,0,0,0,for baked lemon tartlets | The sweet spot .,Ravneet Gill’s recipe for baked lemon tartlets | The sweet spot
1705,0,0,0,0,0,"of cheap food is ending , says ex-Sainsbury ’s boss","Golden era’ of cheap food is ending, says ex-Sainsbury’s boss"
1706,King,tries to rally No 10 staff,0,0,0,is good ’ : Johnson quotes the Lion King as,Change is good’: Johnson quotes the Lion King as he tries to rally No 10 staff
1707,Lucasfilm ’s strange new rules,help or hinder Star Wars,0,0,0,’s strange new rules help or hinder Star Wars ?,Will Lucasfilm’s strange new rules help or hinder Star Wars?
1708,Newcastle v Aston Villa,:,0,0,0,– live !,Newcastle v Aston Villa: Premier League – live!
1709,Third of all compost sold in UK,is climate peat,0,0,0,0,Third of all compost sold in UK is climate-damaging peat
1710,Fantastic Beasts : The Secrets of Dumbledore,work some magic,0,0,0,Can Fantastic Beasts : The Secrets of Dumbledore work some,Can Fantastic Beasts: The Secrets of Dumbledore work some magic on the wizarding world?
1711,Wyoming Republican party,stops recognizing Liz Cheney,0,0,0,member,Wyoming Republican party stops recognizing Liz Cheney as member
1712,0,0,0,0,0,"Next pandemic could be worse than Covid , warns Oxford","Next pandemic could be worse than Covid, warns Oxford vaccine creator – video"
1713,0,0,0,0,0,"protesters reportedly killed during Taliban crackdown on demonstrations , says","Afghans protesters reportedly killed during Taliban crackdown on demonstrations, says UN – video"
1714,The game,is up,0,0,0,see fresh opportunity to oust Boris Johnson .,The game is up’: Tory rebels see fresh opportunity to oust Boris Johnson
1715,0,0,0,0,0,most preposterous stoppage - time turnaround since Agüeroooooooo .,The Fiver | The most preposterous stoppage-time turnaround since Agüeroooooooo
1716,Rudy Giuliani,stonewalls Capitol attack investigators,0,0,Rudy Giuliani,during lengthy deposition .,Rudy Giuliani stonewalls Capitol attack investigators during lengthy deposition
1717,Mogadishu review,–,0,0,0,– propulsive political thriller .,Escape from Mogadishu review – propulsive political thriller
1718,0,0,0,0,0,investigating sexual offences in armed forces .,MoD overhauls rules for investigating sexual offences in armed forces
1719,Something stirring in N17 as Spurs,get their moment,0,0,Something stirring in N17 as Spurs,Spurs get their moment of ignition under Conte,Something stirring in N17 as Spurs get their moment of ignition under Conte
1720,Adam Hollioake,answers England ’s,0,0,Adam Hollioake,0,Adam Hollioake answers England’s distress call to join Ashes coaching staff
1721,0,0,0,0,0,’s high - octane sales strategy .,Snake oil’: doubts loom over tech firm Darktrace’s high-octane sales strategy
1722,Long Beach school safety officer who shot teenager,charged with murder,0,0,0,0,Long Beach school safety officer who shot teenager charged with murder
1723,New York City,will begin removing homeless people,0,0,0,removing homeless people from subways at night .,New York City will begin removing homeless people from subways at night
1724,Arsenal v Watford,:,0,0,0,0,Arsenal v Watford: match preview
1725,Ukraine creatives,hope to harness consumer power,0,0,Ukraine creatives,0,Economy wins wars’: Ukraine creatives hope to harness consumer power
1726,0,0,0,0,’,0,Snowboarders attack life-changing’ judging errors at Winter Olympics
1727,California companies,can no longer silence workers,0,0,0,no longer silence workers in victory for tech activists .,California companies can no longer silence workers in victory for tech activists
1728,Covid,has shown flexible working,0,0,Covid,shown flexible working is a benefit only for the privileged,Covid has shown flexible working is a benefit only for the privileged few | Sonia Sodha
1729,California governor,denies parole for Sirhan Sirhan,0,0,California governor,Sirhan Sirhan,California governor denies parole for Sirhan Sirhan
1730,The Silicon Valley veterans,who want to bring you,Silicon,0,0,in real time .,The Silicon Valley veterans who want to bring you wildfire info in real time
1731,Phil Foden,misses as West Ham end Manchester City ’s,City,0,Phil Foden,West Ham end Manchester City ’s Carabao Cup reign,Phil Foden misses as West Ham end Manchester City’s Carabao Cup reign
1732,David Lacey,:,0,0,0,0,David Lacey: master of the match report | Letters
1733,Romelu Lukaku,completes comeback after Luton,0,0,Romelu Lukaku,0,Romelu Lukaku completes comeback after Luton give Chelsea scare
1734,They,Call Me,0,0,They,Me Magic review – Earvin Magic ’ Johnson is calm,"They Call Me Magic review – Earvin Magic’ Johnson is calm, pleasant and lacking a sense of humor"
1735,Europe ’s pressure on Putin,must redouble,Europe,0,0,0,The Observer view on why Europe’s pressure on Putin must redouble | Observer editorial
1736,UK cancer research studies,fell 32 percent,Covid,0,0,0,"UK cancer research studies fell 32 percent  in first year of Covid, say charities"
1737,0,0,0,0,0,0,Estonia in winter: into the wilds by canoe and bog shoe’
1738,Aberdeen ’s Ferguson,denies Rangers,0,0,Aberdeen ’s Ferguson,Scottish Premiership : Aberdeen ’s Ferguson denies Rangers victory .,Scottish Premiership: Aberdeen’s Ferguson denies Rangers victory
1739,Trump,would launch nuclear war,0,0,0,"Top US general feared Trump would launch nuclear war ,","Top US general feared Trump would launch nuclear war, new Woodward book reports"
1740,0,0,0,0,0,of Ukrainian soldiers unclear as Azovstal resistance ends .,Fate of hundreds of Ukrainian soldiers unclear as Azovstal resistance ends
1741,Partygate,sink the Tories,Wandsworth,0,0,London galling : could Partygate sink the Tories ’ Wandsworth,London galling: could Partygate sink the Tories’ Wandsworth flagship?
1742,The Winston Machine review,–,0,0,0,0,The Winston Machine review – the joys and dangers of dreaming about the past
1743,GPs in NSW,left scrambling after new Covid order,0,0,0,after new Covid order .,How the hell are we supposed to manage this?’: GPs in NSW left scrambling after new Covid order
1744,I,found worked,0,0,0,a Ukrainian refugee ?,Thinking about offering a room to a Ukrainian refugee? Here’s what I found worked | Helen Pidd
1745,Zelenskiy,urges maximum sanctions,Davos,0,Zelenskiy,urges maximum sanctions ’ against Russia in Davos speech .,Zelenskiy urges maximum sanctions’ against Russia in Davos speech
1746,day,lost my hold,0,0,I,0,"A day at the beach: In the sea, I lost my hold on my daughter’"
1747,Bruck Buck,to step down as Chelsea chairman after 20 years,0,0,0,0,Bruck Buck to step down as Chelsea chairman after 20 years in role
1748,you,stop fighting,0,0,you,0,"When you stop fighting, that’s when you start grieving’: the parents battling to prevent student suicide"
1749,Melinda French Gates,to no longer,0,0,0,no longer give bulk of wealth to Gates Foundation .,Melinda French Gates to no longer give bulk of wealth to Gates Foundation
1750,0,0,0,0,Abercrombie &amp; Fitch,0,Discrimination was their brand’: how Abercrombie &amp; Fitch fell out of fashion
1751,We,are fearful,0,0,0,are fearful ’ : Indigenous Mexicans dread new military buildup,We are fearful’: Indigenous Mexicans dread new military buildup on ancestral land
1752,US government shutdown,averted after vaccine mandate standoff – live,0,0,0,– live,US government shutdown averted after vaccine mandate standoff – live
1753,0,0,0,0,0,Former minister takes second job as No 10 drops plan,Former minister takes second job as No 10 drops plan to cap MPs’ earnings
1754,Covid,empties,0,0,0,So depressing ’ : Covid empties City of London of,So depressing’: Covid empties City of London of pre-Christmas cheer
1755,Trevor Noah on midterm primary results,:,0,0,0,midterm primary results : Not great for democracy ’ .,Trevor Noah on midterm primary results: Not great for democracy’
1756,"Gina McCarthy , White House climate adviser ,",reportedly to step down,0,0,0,", reportedly to step down .","Gina McCarthy, White House climate adviser, reportedly to step down"
1757,Miedema,’m staying at Arsenal we,0,0,we,do better ’ .,Vivianne Miedema: I’m staying at Arsenal – but we have to do better’
1758,John,is joined by @dansabbagh and @zoesqwilliams to discuss the shocking invasion,0,0,John,the shocking invasion of Ukraine by Russia .,"Join award-winning Guardian columnist @johnharris1969 for our new podcast Politics Weekly UK.

In the first ep John is joined by @dansabbagh and @zoesqwilliams to discuss the shocking invasion of Ukraine by Russia. 

Listen wherever you get your podcasts."
1759,Jack Leach,ready for England action,0,0,0,Leach ready for England action but Ollie Robinson out of,Jack Leach ready for England action but Ollie Robinson out of Test series
1760,Khashoggi row,goes unmentioned as Erdoğan,0,0,Erdoğan,boost Saudi trade ties .,Khashoggi row goes unmentioned as Erdoğan seeks to boost Saudi trade ties
1761,0,0,0,0,0,backed Rivian revs up for $ 65bn valuation in IPO,Bezos-backed Rivian revs up for $65bn valuation in IPO
1762,Celtic and Dundee United,deny Rangers,0,0,0,Celtic and Dundee United close on Scottish lead as Hearts,Celtic and Dundee United close on Scottish lead as Hearts deny Rangers
1763,0,0,0,0,0,– live !,The Nobel prize in literature 2021 – live!
1764,California,legalized weed,0,five years ago,0,the illicit market still thriving ?,California legalized weed five years ago. Why is the illicit market still thriving?
1765,0,0,0,0,0,from top 50 non-UK universities is launched .,Visa scheme for graduates from top 50 non-UK universities is launched
1766,books,–,0,0,0,for free .,How to save money on buying books – or get them for free
1767,Mountbatten papers,secret,0,0,0,"over grotesque abuse ’ of £ 600,000 case to keep","Anger over grotesque abuse’ of £600,000 case to keep Mountbatten papers secret"
1768,Dak Prescott,completes jubilant homecoming,0,0,Dak Prescott,completes jubilant homecoming as Cowboys thrash Eagles .,Dak Prescott completes jubilant homecoming as Cowboys thrash Eagles
1769,0,0,0,0,You,ca n’t stop Marge ’s shots ’ : The rise,"You can’t stop Marge’s shots’: The rise of The Splash, an over-80s basketball team"
1770,0,0,0,0,0,Dual - drug treatment offers hope to children with rare,Dual-drug treatment offers hope to children with rare brain cancer
1771,0,0,0,0,0,0,Tory minister says face masks should not become a sign of virtue’
1772,Onuora,could n’t tell anyone – a lot,0,0,I,could n’t tell anyone – a lot of abuse in,Anyika Onuora: I couldn’t tell anyone – a lot of abuse in sport is swept under the rug’
1773,Honduras president - elect ’s China pledge,puts Taiwan and US,0,0,0,0,Honduras president-elect’s China pledge puts Taiwan and US on edge
1774,Vladimir Putin ’s angel,and,0,0,0,0,Ben Jennings on Vladimir Putin’s angel and devil – cartoon
1775,All our student stuff,has been lost ’ by TNT,0,0,0,0,All our student stuff has been lost’ by TNT for two months
1776,Tesla Model 3,is first battery electric car,Europe,0,0,battery electric car to top Europe ’s monthly sales chart,Tesla Model 3 is first battery electric car to top Europe’s monthly sales chart
1777,0,0,0,0,0,0,Cricket fans urged to wear masks amid concern over risk posed by Boxing Day Test
1778,0,0,0,0,0,what true love looks like – a cup of tea,Three marriages have taught me what true love looks like – a cup of tea and some cheese and onion crisps | Saima Mir
1779,us,:,0,0,0,offer Ukrainian refugees a home in the UK ?,Tell us: are you planning to offer Ukrainian refugees a home in the UK?
1780,Biden,hails monumental step,0,0,Democrats,hails monumental step forward as Democrats pass infrastructure bill –,Biden hails monumental step forward as Democrats pass infrastructure bill – video
1781,Liverpool,held to thrilling draw after Wissa,Brentford,0,Wissa,to thrilling draw at Brentford after Wissa grabs his chance,Liverpool held to thrilling draw at Brentford after Wissa grabs his chance
1782,Ukraine ’s Zelenskiy,vows revenge on Russian forces | First Thing,0,0,Ukraine ’s Zelenskiy,on Russian forces | First Thing .,Ukraine’s Zelenskiy vows revenge on Russian forces | First Thing
1783,0,0,0,0,0,believed dead after boat sinks in Greek waters .,Dozens of refugees believed dead after boat sinks in Greek waters
1784,Birmingham,to convert ex-university halls,0,0,Birmingham,convert ex-university halls in struggle with homelessness .,Birmingham to convert ex-university halls in struggle with homelessness
1785,Cox,’m enjoying this,0,0,0,0,Succession star Brian Cox: I’m enjoying this. It’s like confession…’
1786,Minister,denies there,0,Christmas,0,0,Minister denies there is a Covid plan C’ to ban Christmas mixing in England
1787,two ballistic missiles targeting Abu Dhabi,.,0,0,0,two ballistic missiles targeting Abu Dhabi .,United Arab Emirates intercepts two ballistic missiles targeting Abu Dhabi
1788,0,0,0,0,0,Macho lumberjacks need not apply : young people wanted in,Macho lumberjacks need not apply: young people wanted in UK forestry
1789,The Guardian view,on low Covid vaccination rates,0,0,0,on low Covid vaccination rates : not just North Korea,The Guardian view on low Covid vaccination rates: not just North Korea | Editorial
1790,Xi Jinping,meets Vladimir Putin,0,0,Xi Jinping,tensions grow with west,Xi Jinping meets Vladimir Putin as tensions grow with west
1791,It ’s the biggest open secret out there ’ : the double lives of,white - collar workers,0,0,0,the biggest open secret out there ’ : the double,It’s the biggest open secret out there’: the double lives of white-collar workers with two jobs
1792,Köln ’s derby win,sparks delirium and cements Baumgart ’s status,0,0,0,0,Köln’s derby win sparks delirium and cements Baumgart’s hero status | Andy Brassell
1793,"Liz Sheridan , who played Jerry ’s mother on Seinfeld ,",dies at 93,0,0,0,0,"Liz Sheridan, who played Jerry’s mother on Seinfeld, dies at 93"
1794,Cheltenham,know what they and they,0,0,they,it extremely well ’ – restaurant review .,"L’Artisan, Cheltenham: They know what they are doing and they do it extremely well’ – restaurant review"
1795,0,0,0,0,0,a terrifying thriller .,Bull review – a terrifying thriller
1796,The final episode of season two of,is here,0,0,@gracedent,The final episode of season two of is here !,"The final episode of season two of  is here!

@gracedent is joined by @guy_garvey, who talks about the comfort foods that have seen him through his life.

Listen wherever you get your podcasts 🎧"
